Localizador,Cia Aérea,Origem,Destino,Classe da Passagem,Qtde de Paradas,Tipo de Destino,Estação do Ano,Preço Atual da Passagem,Preço da Passagem na última semana,Preço da Passagem no último mês,Decisão do Cliente
1LQXYE,QATAR,DOH,LAX,4,1,negócios,verão,13918.83,13412.38,13442.67,Não comprou
PSBJEI,AMERICAN,LAX,BOM,3,1,religioso,primavera,4472.88,4021.11,4767.16,Não comprou
6G3YCE,AMERICAN,JFK,HND,1,0,aventura,verão,2434.92,2212.05,1858.95,Não comprou
5N962Q,LATAM,SIN,MUC,2,1,família,inverno,2530.34,2771.98,2402.84,Comprou
J3XXUH,EMIRATES,LGW,HND,2,1,negócios,inverno,2654.27,2650.12,2794.37,Não comprou
5NVGL6,AIR FRANCE,EWR,BCN,1,1,religioso,primavera,1322.40,1486.10,1204.59,Comprou
SNZAQB,KLM,LGA,MAD,3,0,negócios,outono,7615.24,9076.84,9133.27,Comprou
VOLKB3,LATAM,DEN,BCN,1,2,família,outono,1326.72,1424.42,1247.61,Preferiu aguardar e comprou depois
125FW5,EMIRATES,ORD,HKG,3,0,aventura,verão,8393.00,9176.97,8420.05,Preferiu aguardar e comprou depois
WAYMWJ,QATAR,JNB,ORD,4,1,histórico,outono,9418.79,8922.68,7764.44,Não comprou
FO9FQ4,QATAR,DEN,AKL,3,0,negócios,primavera,5357.71,6345.41,6733.65,Comprou
PGVW2P,DELTA,DXB,LAX,4,1,romântico,inverno,14483.55,16589.70,14516.22,Comprou
DVJF8D,GOL,BCN,FRA,3,0,negócios,verão,9687.56,10928.15,9139.46,Comprou
IJTEMA,AMERICAN,DOH,CPT,2,2,família,primavera,2909.58,2949.09,2550.94,Preferiu aguardar e comprou depois
VTY7VU,UNITED,SIN,LAS,2,1,negócios,outono,3925.50,3214.14,2991.44,Não comprou
ZSGCYQ,AZUL,ATL,LAX,2,0,histórico,primavera,3183.00,3711.24,3674.12,Preferiu aguardar e comprou depois
CA3ILE,AIR FRANCE,YVR,HND,3,0,religioso,inverno,4712.37,4438.70,4364.97,Não comprou
6813L1,QATAR,BRU,LGW,3,2,aventura,verão,7496.03,8726.05,7088.74,Comprou
YR7HU4,QATAR,ZRH,BOS,3,0,histórico,primavera,6576.65,6632.37,6633.78,Preferiu aguardar e comprou depois
ZZ26PD,GOL,MUC,CPT,2,1,aventura,verão,4431.01,4072.63,4122.40,Não comprou
ZBGVKY,DELTA,SIN,MIA,3,0,histórico,inverno,7540.04,7038.11,6227.06,Não comprou
Y54RB8,UNITED,FRA,BRU,4,1,família,verão,15401.14,14020.84,14351.40,Não comprou
OHCO3C,LATAM,VIE,PHX,2,0,negócios,primavera,2590.03,3068.71,3531.26,Comprou
5Z2CL2,AIR FRANCE,AKL,LAX,2,2,histórico,inverno,4202.02,4734.10,5395.49,Comprou
H91NF6,AIR FRANCE,PVG,MAD,4,2,histórico,inverno,8895.47,7382.43,7337.03,Não comprou
I3NUEZ,QATAR,BOM,MUC,1,2,romântico,verão,1474.39,1687.26,1456.80,Comprou
H3S3J3,AIR FRANCE,ATH,JNB,4,1,histórico,inverno,8987.01,8655.06,9571.26,Não comprou
BBMNJP,KLM,LAX,YYZ,3,0,aventura,inverno,6078.76,5545.09,5249.74,Não comprou
FIJXQ5,QATAR,MAD,FRA,2,1,negócios,verão,3345.10,3243.70,3386.20,Não comprou
ILDRW2,KLM,PHX,AMS,3,1,negócios,verão,9292.83,9522.17,8362.67,Preferiu aguardar e comprou depois
ED6YWA,QATAR,SEA,AMS,2,1,família,inverno,2300.86,2084.85,2201.71,Não comprou
XHCJU1,KLM,PHX,MIA,2,2,romântico,verão,3894.42,3671.91,3134.41,Não comprou
LGEYRM,GOL,ATH,JFK,3,1,histórico,outono,5913.98,6734.20,7284.05,Comprou
U3QYSO,AZUL,BRU,MUC,2,2,negócios,inverno,3245.70,3077.78,3221.26,Não comprou
2RUUD6,AZUL,AKL,DOH,4,2,negócios,verão,9626.35,10909.68,11323.97,Preferiu aguardar e comprou depois
1Z2I3F,AZUL,LGA,CDG,4,2,romântico,primavera,6280.31,7351.49,6607.69,Comprou
WQGKLY,AIR FRANCE,ATH,YYZ,2,1,negócios,primavera,1817.19,1461.52,1610.83,Não comprou
DW4EF4,AZUL,FRA,LGA,3,1,família,primavera,5011.99,4105.92,3882.74,Não comprou
7ERT6M,AMERICAN,SYD,MIA,3,2,negócios,primavera,4617.39,4356.42,4219.26,Não comprou
56JBJ3,AZUL,EWR,ORD,2,2,aventura,verão,4596.25,5254.49,5967.01,Comprou
YUL0Z7,AIR FRANCE,YYZ,LHR,3,0,romântico,verão,6473.80,6907.66,7251.93,Comprou
2WFD0O,KLM,CDG,DXB,2,0,religioso,inverno,5589.70,6030.31,6093.96,Preferiu aguardar e comprou depois
TMF6EL,EMIRATES,FCO,SIN,1,2,romântico,primavera,832.75,706.05,629.41,Não comprou
5KD9NJ,GOL,SFO,ATL,1,0,histórico,verão,1343.52,1224.08,1342.24,Não comprou
M4NXLS,UNITED,LAS,SYD,1,2,romântico,verão,1573.13,1821.17,1727.15,Preferiu aguardar e comprou depois
UFNYUV,AZUL,SEA,HKG,1,2,aventura,inverno,1484.98,1587.74,1374.55,Preferiu aguardar e comprou depois
6Z0LUV,GOL,NRT,DXB,2,0,família,verão,6247.40,5647.41,4538.40,Não comprou
LLZ38H,LATAM,FCO,JNB,1,0,família,outono,1705.34,1771.37,2112.96,Preferiu aguardar e comprou depois
JZRDPM,KLM,DFW,ATH,2,1,aventura,primavera,3572.59,3995.06,3533.78,Comprou
FTW83R,KLM,SIN,ORD,1,1,romântico,verão,1880.71,2154.13,2572.04,Preferiu aguardar e comprou depois
NFG4O4,AIR FRANCE,IAH,FRA,3,2,família,inverno,6586.79,6798.51,6178.10,Comprou
1WJMGM,EMIRATES,MIA,MXP,4,1,romântico,verão,14389.35,17232.85,14101.69,Preferiu aguardar e comprou depois
P1IULB,GOL,NRT,FCO,1,1,negócios,primavera,868.82,881.43,736.87,Preferiu aguardar e comprou depois
4P0WKV,EMIRATES,MUC,HND,1,0,religioso,verão,1402.46,1334.05,1106.18,Não comprou
A3ZKHD,LATAM,AKL,ATH,1,2,aventura,outono,1192.78,1336.77,1126.52,Preferiu aguardar e comprou depois
EHKQZX,AIR FRANCE,AKL,JFK,1,0,romântico,inverno,1538.20,1550.62,1815.67,Preferiu aguardar e comprou depois
N89N9Z,QATAR,AKL,BCN,2,2,romântico,verão,3269.65,3885.25,4399.16,Comprou
73OBB1,LATAM,CPT,BOM,4,2,família,inverno,13962.99,16687.10,16233.75,Preferiu aguardar e comprou depois
8W3R2H,AMERICAN,DEN,LAS,1,0,família,outono,1557.51,1661.25,1632.00,Comprou
TQTYB3,AMERICAN,SEA,DOH,1,0,família,outono,1157.29,1286.31,1104.89,Comprou
6MYLT4,KLM,BOM,MEL,3,1,negócios,primavera,5217.10,5611.92,5719.58,Comprou
ZRPOVS,EMIRATES,JNB,DEL,1,0,aventura,verão,2198.37,1881.41,1836.34,Não comprou
BKCBW3,UNITED,DEN,BRU,1,1,romântico,primavera,1064.13,1078.34,1193.76,Preferiu aguardar e comprou depois
S2ET3E,UNITED,FRA,CDG,3,2,aventura,primavera,4484.96,5318.65,5393.73,Comprou
F10B7Y,UNITED,BRU,LIS,2,1,família,verão,4823.06,4999.17,5864.78,Preferiu aguardar e comprou depois
HW2U2T,AZUL,LIS,MXP,4,2,romântico,inverno,7183.70,7885.05,9113.81,Preferiu aguardar e comprou depois
UT5YTW,QATAR,JNB,MAD,1,1,aventura,inverno,1368.12,1098.74,1149.50,Não comprou
G9EKZP,KLM,DOH,JFK,3,0,negócios,verão,6997.36,5625.24,6004.04,Não comprou
F98B5K,EMIRATES,EWR,DUB,2,1,romântico,primavera,2422.77,2552.16,2740.18,Preferiu aguardar e comprou depois
02GG9C,AIR FRANCE,LHR,DOH,3,1,família,inverno,5407.94,6068.08,6993.25,Preferiu aguardar e comprou depois
VK0292,AIR FRANCE,DXB,CPT,4,2,negócios,outono,11652.68,11460.87,13604.11,Não comprou
35JLH0,UNITED,HKG,MAD,2,0,negócios,outono,2486.30,2742.38,2889.83,Comprou
KF6BUY,UNITED,EWR,AMS,4,0,histórico,primavera,7556.75,7058.22,6030.51,Não comprou
3F28EC,QATAR,LGW,VIE,3,1,romântico,primavera,4811.18,4829.46,5671.32,Preferiu aguardar e comprou depois
7Z02L5,DELTA,LGA,DXB,4,1,histórico,primavera,12171.51,14168.20,16693.77,Comprou
10V0A7,LATAM,LIS,AKL,3,1,histórico,outono,5952.92,6273.56,5572.03,Comprou
3AFZFP,GOL,FCO,DUB,2,0,romântico,primavera,2796.89,2287.21,2663.46,Não comprou
XTTDVC,AMERICAN,LGA,JFK,4,0,família,inverno,11108.39,11156.39,12191.19,Preferiu aguardar e comprou depois
6R7LV4,QATAR,DEL,LHR,1,1,histórico,verão,2352.62,1951.61,2218.74,Não comprou
OXBBEY,GOL,PEK,JFK,4,2,romântico,verão,16845.14,15609.10,17948.91,Não comprou
IV02ZJ,LATAM,VIE,BOS,3,1,família,verão,7179.58,8333.24,8672.63,Preferiu aguardar e comprou depois
B9RON0,AMERICAN,IAH,FCO,4,2,negócios,inverno,7722.68,6455.94,5197.65,Não comprou
QB6EJ5,QATAR,LIS,HKG,1,0,negócios,inverno,1930.80,1767.03,1809.15,Não comprou
XK2G1E,AZUL,SFO,SEA,2,1,religioso,outono,3955.54,3612.31,3446.08,Não comprou
O551JR,EMIRATES,EWR,SEA,2,2,histórico,outono,3906.56,3835.36,4208.01,Não comprou
IA1XCR,AIR FRANCE,DEL,ZRH,3,0,histórico,inverno,9204.82,9744.01,9281.24,Comprou
7C3WZN,QATAR,DEN,YVR,1,0,religioso,primavera,1578.23,1314.82,1164.04,Não comprou
N7XX6M,GOL,DFW,CPT,2,2,aventura,inverno,2001.91,1784.72,1716.69,Não comprou
O66JUE,AZUL,BOS,SYD,1,2,religioso,primavera,1207.34,1298.64,1099.99,Comprou
5WT6VW,LATAM,DUB,YYZ,3,0,negócios,inverno,5300.86,6135.46,6726.14,Comprou
LGF90T,EMIRATES,HND,MIA,4,2,romântico,inverno,11189.95,9461.51,8444.03,Não comprou
F0KGUB,UNITED,MUC,MIA,2,0,família,inverno,4208.31,4599.39,5487.67,Preferiu aguardar e comprou depois
TOUV8R,KLM,PVG,SEA,3,1,histórico,verão,8322.49,7663.88,7654.28,Não comprou
SDC8HT,QATAR,BRU,LGW,4,2,histórico,primavera,7810.12,7088.70,7332.39,Não comprou
WD54YP,GOL,HND,JNB,2,1,negócios,verão,4183.65,3452.56,3676.03,Não comprou
0O5B82,DELTA,YVR,HKG,2,0,família,outono,4118.06,4408.21,4407.02,Comprou
QWK6YK,LATAM,LAS,PHX,4,0,aventura,outono,15277.56,13155.17,14576.87,Não comprou
AF8JP4,UNITED,JNB,LGA,2,1,negócios,outono,2309.96,2413.01,2799.95,Preferiu aguardar e comprou depois
3N4EKV,KLM,DXB,DFW,1,2,negócios,outono,1086.94,1289.33,1468.29,Comprou
6Y6A0F,AMERICAN,HND,MIA,4,2,religioso,verão,17843.73,21248.07,20042.69,Comprou
K65TV9,LATAM,ATH,FRA,1,1,negócios,verão,1266.54,1090.31,1157.16,Não comprou
9LAYG4,AZUL,DUB,NRT,1,0,família,verão,2414.76,2712.40,2219.10,Preferiu aguardar e comprou depois
TIEQIX,AMERICAN,SEA,DOH,3,2,romântico,outono,5144.52,4266.35,4608.54,Não comprou
22ZGEG,QATAR,FRA,MUC,1,1,família,inverno,1289.83,1072.00,1049.11,Não comprou
IRZ0TU,AZUL,BOS,MEL,3,2,histórico,outono,6759.02,6482.88,6173.62,Não comprou
PI60RF,EMIRATES,DXB,CPT,3,0,negócios,outono,6688.22,6446.62,6891.39,Não comprou
8VXYMN,AZUL,AKL,BRU,1,0,negócios,outono,1594.94,1654.81,1773.94,Preferiu aguardar e comprou depois
KH5WCM,AZUL,BRU,YYZ,3,1,negócios,outono,6631.17,5316.26,4634.21,Não comprou
HVBNXZ,AIR FRANCE,BOS,AMS,2,0,negócios,inverno,4612.86,4971.19,5502.83,Comprou
YAPRRA,GOL,LAS,LIS,1,2,religioso,verão,1978.68,1716.33,2001.70,Não comprou
O78A5C,AIR FRANCE,BCN,HND,3,1,histórico,verão,7867.27,7077.41,6770.21,Não comprou
DH23RS,AIR FRANCE,LAS,IAH,3,1,aventura,inverno,6877.81,6774.78,7011.71,Não comprou
T3NH7S,QATAR,FRA,PEK,3,1,religioso,inverno,5385.85,4524.53,5070.31,Não comprou
ZQML65,KLM,MUC,SEA,1,1,aventura,inverno,802.31,895.13,957.14,Comprou
CA2ZEK,AIR FRANCE,AKL,HND,4,1,religioso,verão,17236.47,17585.35,16178.44,Preferiu aguardar e comprou depois
CW8L4K,AMERICAN,DEL,MUC,1,2,religioso,outono,904.99,1032.61,1108.64,Comprou
F0M3ID,LATAM,ATH,YVR,1,2,família,inverno,1617.62,1408.12,1648.12,Não comprou
MK93JJ,DELTA,HKG,DFW,1,2,romântico,primavera,1049.37,1219.94,1325.11,Preferiu aguardar e comprou depois
F0ADSU,AMERICAN,IAH,SEA,1,1,religioso,inverno,1625.97,1599.23,1286.45,Não comprou
2CWF5N,LATAM,CLT,ZRH,3,0,família,verão,9473.08,10024.95,8092.27,Comprou
IY91T6,QATAR,BOS,MIA,3,1,religioso,verão,9633.49,9605.01,7963.63,Não comprou
XTM7BE,AIR FRANCE,MIA,SEA,4,0,religioso,inverno,7883.38,8372.19,9879.63,Comprou
JQC1WB,DELTA,CLT,SFO,3,1,família,inverno,6498.04,5658.62,6632.06,Não comprou
13WK2K,DELTA,HKG,JFK,3,1,romântico,primavera,4236.32,4484.87,3748.14,Comprou
5P9IRR,DELTA,LIS,LGW,1,1,religioso,verão,1917.76,1672.72,1637.61,Não comprou
3I2HKA,EMIRATES,MUC,DEL,2,2,família,verão,5215.14,5921.85,5189.77,Preferiu aguardar e comprou depois
CDA8QE,EMIRATES,CPT,ATL,1,1,família,outono,1909.24,1751.53,2003.99,Não comprou
KSBIIT,KLM,PHX,ORD,2,2,romântico,inverno,1915.76,2287.42,2682.17,Preferiu aguardar e comprou depois
90WDPK,DELTA,ICN,ATH,2,1,religioso,verão,4947.09,5263.69,4975.45,Preferiu aguardar e comprou depois
S61LL0,AIR FRANCE,HND,DXB,2,1,religioso,outono,3424.94,3893.39,4121.12,Comprou
94FF3D,DELTA,MUC,MEL,3,0,negócios,outono,6226.31,6688.15,5868.44,Preferiu aguardar e comprou depois
5FL27V,LATAM,BOM,CPT,2,0,romântico,outono,3321.33,3866.13,3772.21,Preferiu aguardar e comprou depois
JZ07NK,AMERICAN,SYD,FCO,1,1,romântico,outono,1265.02,1375.08,1245.66,Preferiu aguardar e comprou depois
W7S9GG,AMERICAN,BCN,IAH,3,1,família,primavera,5802.03,6677.98,6157.60,Preferiu aguardar e comprou depois
T53DLR,LATAM,CDG,CLT,3,1,família,primavera,3943.08,4422.48,4401.01,Comprou
LOWH2Q,GOL,HKG,BRU,4,0,aventura,primavera,8958.15,10479.85,10387.43,Comprou
VLY31R,KLM,SEA,CDG,3,1,família,primavera,5644.14,6386.79,6024.90,Comprou
15NYCL,GOL,SEA,BOM,3,2,religioso,primavera,6159.85,6543.63,6097.26,Preferiu aguardar e comprou depois
ZWORHT,AIR FRANCE,FCO,DXB,1,2,romântico,inverno,1108.32,1010.83,808.98,Não comprou
QHRC6X,DELTA,SIN,DFW,3,2,histórico,inverno,7909.87,8297.52,9955.53,Preferiu aguardar e comprou depois
IAHTNB,DELTA,MUC,LAS,2,0,família,primavera,3473.62,4055.98,3343.00,Comprou
QBYIAK,LATAM,CDG,MEL,4,0,família,primavera,7741.74,6641.70,7613.80,Não comprou
RWKTWR,LATAM,MUC,CLT,3,0,histórico,primavera,4643.77,4500.32,4106.67,Não comprou
SOAUXM,LATAM,AMS,PHX,2,2,romântico,inverno,3899.70,4613.79,4717.15,Comprou
23A3TE,LATAM,ICN,LGA,3,1,romântico,verão,6124.84,6661.78,6090.93,Comprou
AC98IJ,AMERICAN,BOM,CPT,2,1,histórico,inverno,4602.72,5264.63,5840.45,Comprou
VVDQUQ,DELTA,AKL,YVR,4,1,histórico,verão,10581.50,9614.91,10930.77,Não comprou
VOQ008,DELTA,CDG,DEN,2,0,histórico,outono,2149.96,2537.92,2492.63,Preferiu aguardar e comprou depois
VPCIMS,UNITED,SIN,MUC,3,1,aventura,inverno,5532.36,5999.11,6723.69,Preferiu aguardar e comprou depois
3YR479,DELTA,JFK,CDG,2,2,negócios,primavera,1528.23,1750.59,2048.29,Comprou
YK09UI,LATAM,MEL,HND,1,2,romântico,outono,1295.90,1385.21,1565.53,Preferiu aguardar e comprou depois
0W3ED8,KLM,YVR,HKG,1,1,romântico,primavera,829.32,788.57,754.32,Não comprou
9RAFKW,GOL,BCN,MAD,3,0,negócios,outono,7053.62,7178.89,8103.19,Comprou
KCUYDG,AMERICAN,DEN,MAD,1,1,aventura,outono,1699.63,1512.83,1272.18,Não comprou
FCAQP4,LATAM,PHX,YVR,3,1,histórico,outono,5859.48,6244.46,6380.31,Preferiu aguardar e comprou depois
YP8I4G,AMERICAN,LGA,FCO,2,2,negócios,primavera,2359.59,2610.23,2900.11,Comprou
CYR153,LATAM,LGA,LIS,3,0,família,outono,7301.06,8257.18,9627.15,Comprou
W7RAXN,AMERICAN,FCO,EWR,3,0,romântico,primavera,5570.37,5373.17,6125.80,Não comprou
3YVAL2,AMERICAN,MUC,DEL,1,0,aventura,inverno,1586.10,1428.05,1410.56,Não comprou
0KQNXL,LATAM,LHR,MEL,3,1,aventura,outono,7366.22,8069.60,9677.76,Comprou
ESHNNC,DELTA,CDG,PHX,2,2,religioso,primavera,2210.18,1956.38,2313.50,Não comprou
LT1PWJ,DELTA,LIS,SYD,3,1,família,verão,8178.73,6779.23,5877.28,Não comprou
22EGWO,AIR FRANCE,ICN,HND,1,0,negócios,outono,1634.42,1845.50,1950.98,Preferiu aguardar e comprou depois
JFC8AI,UNITED,YVR,VIE,3,2,aventura,verão,6121.90,5514.62,5490.58,Não comprou
IQOC8B,KLM,NRT,SEA,4,1,histórico,verão,12657.51,12688.12,11657.30,Preferiu aguardar e comprou depois
T6UFRW,QATAR,LGW,MXP,3,1,família,inverno,7434.15,8288.40,8670.40,Comprou
7F7C4L,DELTA,SYD,ZRH,4,2,religioso,verão,11802.64,12895.58,13023.06,Comprou
HYUY3N,QATAR,AMS,ATH,4,0,histórico,outono,9810.28,10430.60,9009.18,Comprou
WLX1B5,QATAR,ORD,DOH,1,2,romântico,inverno,1145.62,1306.81,1424.98,Comprou
L4CW1Q,GOL,PVG,SFO,3,1,romântico,inverno,5160.21,4161.75,4643.54,Não comprou
6PVYNN,AMERICAN,YVR,JNB,3,0,aventura,outono,8299.05,7635.53,6150.23,Não comprou
MU4XJ1,AZUL,MUC,DUB,2,1,romântico,inverno,3294.79,2836.80,3258.34,Não comprou
KOZHME,KLM,DEN,MEL,1,2,família,verão,1303.07,1417.87,1341.96,Comprou
TWWVUN,DELTA,ATH,DEN,1,0,religioso,outono,1687.16,1457.99,1220.78,Não comprou
PNCFS9,AIR FRANCE,HND,YVR,4,0,histórico,primavera,8746.41,8809.65,10358.81,Preferiu aguardar e comprou depois
BC4U4Q,GOL,SYD,DFW,3,0,aventura,primavera,5392.52,4754.04,4116.58,Não comprou
U2ZU1M,AIR FRANCE,IAH,BOM,3,0,religioso,verão,7909.23,9253.55,9975.24,Comprou
69VASK,QATAR,DFW,NRT,3,1,aventura,inverno,6452.86,6115.35,6077.83,Não comprou
3P0DYP,LATAM,DFW,SFO,1,2,negócios,verão,1753.60,1684.19,1379.03,Não comprou
UXR6C8,AMERICAN,MAD,MXP,1,1,negócios,verão,2088.54,2206.00,2593.57,Comprou
V09ED8,AZUL,ZRH,DXB,4,0,romântico,primavera,9750.21,9566.94,7793.37,Não comprou
1KUCDW,LATAM,ATH,CLT,3,1,religioso,primavera,4460.34,4808.16,5430.60,Comprou
FSU8AM,LATAM,PHX,HKG,2,0,família,outono,3905.13,3923.04,3355.72,Preferiu aguardar e comprou depois
0S5PND,DELTA,ICN,BOS,1,2,negócios,outono,1055.74,1264.06,1165.01,Comprou
Y4V7O2,DELTA,MXP,EWR,3,0,família,inverno,5342.37,4278.96,4509.16,Não comprou
RYP3CF,AIR FRANCE,CDG,VIE,2,0,histórico,outono,3907.87,4253.46,5075.56,Preferiu aguardar e comprou depois
FG0SB1,UNITED,BRU,SEA,2,2,aventura,primavera,1842.44,1857.98,1490.43,Preferiu aguardar e comprou depois
3RHVMX,DELTA,JFK,PVG,4,0,aventura,primavera,11401.45,10540.91,10282.45,Não comprou
DHSR1R,DELTA,ORD,JNB,3,2,aventura,verão,9014.79,8524.64,7633.53,Não comprou
NMPMP9,KLM,AKL,PHX,2,1,família,inverno,2214.73,2256.89,2237.93,Comprou
158CGM,GOL,SYD,SEA,4,2,negócios,primavera,8802.77,8846.95,10170.59,Preferiu aguardar e comprou depois
T9MPV9,UNITED,SEA,BOS,4,0,negócios,verão,11694.71,13213.91,13188.66,Comprou
KBV7G3,AMERICAN,NRT,YYZ,4,1,romântico,outono,9029.00,9871.40,8287.19,Comprou
S6JU6O,DELTA,DEL,ZRH,1,0,aventura,inverno,1265.54,1044.33,1024.49,Não comprou
3K2JXG,EMIRATES,JNB,LAS,1,2,religioso,outono,958.85,955.48,955.84,Não comprou
X289I0,LATAM,VIE,SIN,2,2,aventura,inverno,2286.59,2541.27,2580.70,Comprou
9C2805,EMIRATES,LGA,DUB,3,1,religioso,outono,6195.06,6356.09,7289.34,Preferiu aguardar e comprou depois
FEWUMS,UNITED,LGA,PHX,2,1,negócios,outono,2599.34,2213.11,2233.59,Não comprou
DL8H86,GOL,ATH,MAD,2,0,romântico,outono,2876.24,2437.95,2903.53,Não comprou
SFSLM7,LATAM,VIE,HND,3,0,romântico,verão,8359.67,9828.53,9886.61,Preferiu aguardar e comprou depois
T0UZ2A,AIR FRANCE,CDG,DFW,1,1,família,verão,1534.01,1394.92,1605.86,Não comprou
NL5NH7,GOL,YVR,DEL,1,0,família,outono,1804.05,1775.39,2017.49,Não comprou
V87ZI2,AZUL,YYZ,DOH,2,0,histórico,inverno,2786.63,2439.86,2772.63,Não comprou
K5DJ29,KLM,DUB,MAD,2,1,romântico,outono,1988.56,1788.53,1846.99,Não comprou
4J1NDO,AZUL,YVR,MEL,1,1,família,verão,1701.92,1718.81,1523.84,Preferiu aguardar e comprou depois
89SFVA,AZUL,NRT,IAH,2,2,negócios,outono,4137.45,3946.51,3767.17,Não comprou
ZLGMRO,UNITED,DXB,PEK,1,2,família,inverno,1734.61,2070.34,2423.52,Preferiu aguardar e comprou depois
3INUW5,EMIRATES,ZRH,DXB,1,0,negócios,outono,1088.70,1176.52,1021.72,Comprou
Y0OWSZ,AMERICAN,DOH,AMS,4,0,aventura,outono,10402.92,10763.32,9107.55,Preferiu aguardar e comprou depois
44FG6N,EMIRATES,ATH,YVR,2,1,negócios,primavera,2618.52,2356.52,2042.64,Não comprou
WMHWJZ,EMIRATES,BCN,DOH,1,0,histórico,inverno,1735.09,1637.06,1377.71,Não comprou
MWTJR2,AZUL,BOM,FCO,4,0,religioso,outono,12242.52,13620.37,16185.78,Preferiu aguardar e comprou depois
MJFQ10,AMERICAN,BRU,MUC,4,1,romântico,verão,11834.28,14081.37,13545.39,Comprou
4NKHIT,AMERICAN,DUB,MIA,4,1,aventura,inverno,14767.74,12811.30,14168.02,Não comprou
GDEAM2,EMIRATES,CPT,ORD,4,0,família,outono,9948.19,9425.73,7872.15,Não comprou
Q15IB8,DELTA,YVR,ICN,2,0,negócios,primavera,2419.67,2450.10,2004.33,Preferiu aguardar e comprou depois
NYBSJZ,AZUL,DXB,VIE,2,0,romântico,verão,6528.56,7129.55,6246.16,Preferiu aguardar e comprou depois
CGD8CP,DELTA,ATL,LAS,4,0,religioso,verão,16811.14,19508.37,16811.50,Preferiu aguardar e comprou depois
DV7L95,DELTA,YVR,BRU,4,2,família,outono,12130.91,14322.04,15608.73,Comprou
12S7AX,AZUL,MAD,DXB,1,1,histórico,inverno,1190.54,1085.27,965.39,Não comprou
5N10VE,EMIRATES,HKG,CDG,2,0,negócios,inverno,2359.55,2665.60,2296.53,Preferiu aguardar e comprou depois
X8D7UJ,QATAR,MXP,FRA,2,2,histórico,verão,2472.24,2655.56,2648.97,Preferiu aguardar e comprou depois
N07GPG,LATAM,MEL,LAX,4,1,religioso,inverno,11504.75,11735.97,13168.11,Preferiu aguardar e comprou depois
BV1HWO,QATAR,IAH,ICN,4,0,histórico,outono,8092.83,9458.02,10276.26,Comprou
N01C57,GOL,DEN,ORD,1,0,família,primavera,1241.00,1080.72,1251.54,Não comprou
K5PDMA,KLM,AMS,MXP,3,1,histórico,inverno,7388.03,6501.35,5568.04,Não comprou
JS4Z63,LATAM,MUC,HKG,1,2,romântico,outono,833.55,770.01,853.14,Não comprou
6RLJS7,KLM,SFO,JNB,3,1,aventura,verão,7548.33,8278.90,7987.77,Comprou
990LLB,AMERICAN,SFO,DUB,4,0,histórico,outono,11056.14,9883.19,10303.09,Não comprou
QVSLPW,DELTA,MAD,LGW,4,1,histórico,inverno,11546.10,9528.94,10378.84,Não comprou
9RLJHA,KLM,BRU,LHR,1,2,religioso,verão,1332.53,1150.73,1187.86,Não comprou
6PSQY4,DELTA,BOM,CPT,3,1,histórico,verão,7397.51,8829.71,7797.32,Comprou
07SP1H,GOL,SEA,ICN,4,2,negócios,verão,10543.47,9286.88,10411.79,Não comprou
IQ47NG,AIR FRANCE,BOS,SEA,1,1,família,primavera,1467.51,1415.04,1283.07,Não comprou
0PP8T6,QATAR,DUB,BOM,4,2,aventura,inverno,8517.83,7865.63,7927.95,Não comprou
Z75JO3,EMIRATES,VIE,JFK,3,0,família,outono,5014.23,4498.37,4940.91,Não comprou
SO578B,KLM,CPT,HKG,2,1,religioso,verão,5437.80,5345.84,4698.91,Não comprou
MHZGEP,GOL,LIS,JFK,2,2,família,verão,5481.96,6302.51,5859.46,Preferiu aguardar e comprou depois
QWOMUH,QATAR,SIN,JFK,2,2,histórico,outono,3835.44,3220.12,3751.92,Não comprou
IHEILM,AMERICAN,ATL,LAS,2,0,religioso,primavera,2209.10,2008.48,1916.33,Não comprou
7YE7OJ,AIR FRANCE,SFO,PVG,2,2,família,outono,3130.42,2780.04,3009.58,Não comprou
EBX2U3,DELTA,HKG,ICN,1,2,romântico,primavera,1153.29,1115.49,1307.52,Não comprou
UBG7X5,GOL,ATH,ORD,2,1,aventura,primavera,1822.65,1636.38,1840.28,Não comprou
69MKMU,QATAR,ATL,PEK,3,2,família,inverno,5755.61,6429.45,6161.38,Comprou
R5A2BU,AZUL,BOM,LHR,4,0,negócios,verão,18965.33,16230.73,13414.17,Não comprou
LG2575,AIR FRANCE,NRT,BRU,4,1,histórico,outono,12006.66,10315.39,12215.56,Não comprou
GJ63VU,LATAM,AMS,JFK,1,0,religioso,verão,2320.39,2638.19,2427.06,Comprou
ERK9M1,LATAM,LAS,ATL,2,0,romântico,outono,4255.81,4790.24,5044.01,Comprou
SYA974,UNITED,DFW,ATH,3,0,religioso,verão,7131.86,6596.36,6748.44,Não comprou
XQYSVL,QATAR,ICN,SYD,1,1,religioso,outono,1549.62,1367.86,1545.26,Não comprou
PKW5KR,AIR FRANCE,NRT,MXP,4,1,família,primavera,10269.90,11338.32,12911.77,Preferiu aguardar e comprou depois
Z06LV4,GOL,VIE,AKL,2,1,religioso,outono,1980.03,1669.63,1844.03,Não comprou
IY731Z,LATAM,PVG,BCN,4,0,negócios,primavera,11343.05,11950.41,10099.77,Preferiu aguardar e comprou depois
